name;fraktion;link;bundesland;wknr;wkname;beruf;biographie;instagram;facebook;homepage;tiktok;youtube;x
Mehltretter, Andreas;SPD;https://www.bundestag.de/abgeordnete/biografien/M/mehltretter_andreas-860282;Bayern;214;Freising;Volkswirt;"Geboren am 10. Dezember 1991 in Moosburg a.d.Isar; römisch-katholisch; verheiratet.

    


    
    

        Ausbildung: 2011 Abitur am Dom-Gymnasium Freising; 2014 Bachelor of Science in Volkswirtschaftslehre, LMU München; 2017 Master of Science in Economics, LMU München und University of Wisconsin-MadisonBeruflicher Werdegang: 2011 bis 2016 Jobs im Elektronik-Einzelhandel; 2016 bis 2017 Studentischer Mitarbeiter, LMU München; 2017 bis 2020 Wissenschaftlicher Mitarbeiter, LMU München; seit 2017 Doktorand der Politikwissenschaften, LMU München; seit 2016 Kleingewerbe für IT-Dienstleistungen (ruhend)Politische Ämter: seit 2018 Kreisvorsitzender der SPD im Kreis Freising; 2020 bis August 2022 Stadtrat und Referent für Wirtschaft und Digitalisierung der Stadt Freising[Anmerkung der Redaktion: Die biografischen Angaben beruhen auf den Selbstauskünften der Abgeordneten.]";http://instagram.com/andreasmehltretter;http://facebook.com/andreasmehltretterSPD;https://www.andreas-mehltretter.de/;;;https://twitter.com/Mehli
Mehmet Ali, Takis;SPD;https://www.bundestag.de/abgeordnete/biografien/M/mehmet_ali_takis-860230;Baden-Württemberg;282;Lörrach – Müllheim;Verwaltungsleiter;"Geboren am 17. Juni 1991 in Oberhausen; wohnhaft in Badenweiler; griechisch-orthodox; ledig.Hauptschule; Fachabitur; Bachelor in Wirtschaftswissenschaften im Schwerpunkt der Gesundheitsökonomie; Master in Public Health; Promotionsverfahren im Schwerpunkt Sozialmedizin-/recht.2014 bis 2016 Controller bei der Dr. Z Beteiligungs- und Verwaltung GmbH; seit 2016 Leitung für Verwaltung und Soziales der Christophorus-Gemeinschaft; unterstützt den Paritätischen Wohlfahrtsverband Baden-Württemberg in Arbeitsgruppen der sogenannten Vertragskommission SGB IX; seit 2017 Lehrbeauftragter für Recht und Ökonomie an der DHBW; promoviert an der Privaten Universität im Fürstentum Liechtenstein.Seit 2012 Mitglied der SPD; Beisitzer im KV Breisgau-Hochschwarzwald; Schriftführer im OV Markgräflerland; stellvertretender Juso-Vorsitzender des KV Breisgau-Hochschwarzwald; seit Dezember 2020 Bundestagskandidat der SPD im Wahlkreis Lörrach-Müllheim.Mitglied im deutschen Sozialrechtsverband, der deutschen Gesellschaft für Gesundheitsökonomie, in der Muttersproch-Gsellschaft für d alemannische Sproch.[Anmerkung der Redaktion: Die biografischen Angaben beruhen auf den Selbstauskünften der Abgeordneten.]";https://www.instagram.com/takis_ma2021/;https://www.facebook.com/Takis-Mehmet-Ali-100377718535195;https://www.takis-mehmetali.de/;;;
Meister, Dr. Michael;CDU/CSU;https://www.bundestag.de/abgeordnete/biografien/M/meister_michael_guenther-857742;Hessen;188;Bergstraße;Diplom-Mathematiker;"Geboren am 9. Juni 1961 in Lorsch; evangelisch-lutherisch; verheiratet; zwei Kinder.

    


    
    

        1980 Abitur an der Geschwister-Scholl-Schule Bensheim; 1980 bis 1985 Studium der Mathematik und Informatik an der TH Darmstadt, Abschluss Diplom; 1986 bis 1988 wissenschaftlicher Mitarbeiter an der TH Darmstadt im Fachbereich Mathematik, 1988 Promotion zum Dr. rer. nat., 1989 bis 1990 Grundwehrdienst.Arbeit im Operationszentrum der Europäischen Raumfahrtbehörde in Darmstadt von April 1990 bis Januar 1995.Mitglied der Deutschen Mathematiker-Vereinigung und in der Europa-Union.Eintritt in die CDU 1991; 1991 bis 1994 Vorsitzender der CDU Bensheim, seit 1994 Kreisvorsitzender der CDU Bergstraße, seit Dezember 1999 Bezirksvorsitzender der CDU Südhessen und Mitglied des Präsidiums der CDU Hessen. 1983 bis 1994 Ortsbeirat Bensheim-Zell, 1985 bis 1994 Ortsvorsteher; 1989 bis 1997 Stadtverordneter Bensheim, 1993 bis 1994 Fraktionsvorsitzender der CDU.Mitglied des Bundestages seit 1994; in der 13. Wahlperiode stellvertretender Vorsitzender der Enquete-Kommission „Zukunft der Medien in Wirtschaft und Gesellschaft - Deutschlands Weg in die Informationsgesellschaft“, Oktober 2002 bis Dezember 2004 Vorsitzender der AG Finanzen der CDU/CSU-Fraktion, Dezember 2004 bis Dezember 2013 stellvertretender Vorsitzender der CDU/CSU-Fraktion, November 2010 bis Dezember 2018 Mitglied im Bundesvorstand der CDU Deutschlands, März 2018 bis Dezember 2021 Parlamentarischer Staatssekretär bei der Bundesministerin für Bildung und Forschung.[Anmerkung der Redaktion: Die biografischen Angaben beruhen auf den Selbstauskünften der Abgeordneten.]";;https://de-de.facebook.com/Dr.Michael.Meister/;https://www.meister-schafft.de/;;;https://twitter.com/meister_schafft?lang=de
Mende, Dirk-Ulrich;SPD;https://www.bundestag.de/abgeordnete/biografien/M/mende_dirk-931142;Niedersachsen;44;Celle – Uelzen;Volljurist/Geschäftsführer;"Geboren am 26. Dezember 1957 in Münster; evangelisch; verheiratet; drei Kinder.

    


    
    

        Abitur 1978 am Jakob-Grimm-Gymnasium Rotenburg/Fulda, anschließend Studium der Rechtswissenschaften in Marburg und Göttingen. 1. Staatsexamen 1983, 2. Staatsexamen 1987, Angestellter beim Regierungspräsidenten Kassel, ab 1988 als weisungsunabhängiger Entscheider beim Bundesamt für die Anerkennung ausländischer Flüchtlinge, ab 1989 beim Landeswohlfahrtsverband Hessen und ab 1991 bei der LVA Schleswig-Holstein.Nach der Verbeamtung ab 1991 Tätigkeiten beim Sozialministerium Niedersachsen, der SPD Landtagsfraktion, u.a. als Geschäftsführer und im Innenministerium.2009 bis 2017 Oberbürgermeister der Stadt Celle, ab 2018 Geschäftsführer des Niedersächsischen Städtetags. Seit 2021 Abgeordneter und Vorsitzender im Kreistag Celle. Mitglied im Landesvorstand der SPD seit 2011, stellv. Vorsitzender der SGK Niedersachsen, Mitglied im Bundesvorstand der SGK Mitglied AWO, Verdi, Christlich jüdische Gesellschaft.[Anmerkung der Redaktion: Die biografischen Angaben beruhen auf den Selbstauskünften der Abgeordneten.Dirk-Ulrich Mende hat am 25. Januar 2023 für den ausgeschiedenen Abgeordneten Dr. Andreas Philippi, SPD die Mitgliedschaft im Deutschen Bundestag erworben.]";https://www.instagram.com/mendedirkulrich/?hl=de;https://de-de.facebook.com/dirkulrichmende/;https://dirk-ulrich-mende.de/;;;https://twitter.com/DirkUlrichMende?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor
Menge, Susanne;Bündnis 90/Die Grünen;https://www.bundestag.de/abgeordnete/biografien/M/menge_susanne-860842;Niedersachsen;27;Oldenburg – Ammerland;Studienrätin;"Geboren am 11. Februar 1960 in Bad Zwischenahn; evangelisch-lutherisch; geschieden; drei Kinder.

    


    
    

        1969 bis 1979 Gymnasium Bad Zwischenahn, Abschluss Abitur; 1979 bis 1986: Studium für das Lehramt in der Sekundarstufe II, Fächer: Politik/Wirtschaft, Sport.Studienrätin am Gymnasium Graf-Anton-Günther-Schule/IGS Helene-Lange-Schule Oldenburg; 2007 bis 2013 Gleichstellungsbeauftragte; 2008 bis 2012 Koordinatorin für das Pilotprojekt des Landes Niedersachsen Globales Lernen – Schule gestaltet Globalisierung. Seit 1984 Mitglied in der Partei Bündnis 90/Die Grünen; 1986 bis 1992 Gemeinderat Bad Zwischenahn; 1991 bis 1994 Kreistag Ammerland; 2001 bis 2006 und 2011 bis 2013 Stadtrat Oldenburg; Mitglied des Niedersächsischen Landtages der 17. Wahlperiode; Mitglied des Niedersächsischen Landtages der 18. Wahlperiode ab November 2019.[Anmerkung der Redaktion: Die biografischen Angaben beruhen auf den Selbstauskünften der Abgeordneten.]";https://www.instagram.com/susannemenge_nds/;;https://susanne2021.de/?ltclid=f43ca42d-ebf6-46c8-b1c7-313fedf3f06b;;;
Merz, Friedrich;CDU/CSU;https://www.bundestag.de/abgeordnete/biografien/M/merz_friedrich-861648;Nordrhein-Westfalen;147;Hochsauerlandkreis;Rechtsanwalt;"Geboren am 11. November 1955 in Brilon; römisch-katholisch; verheiratet; drei Kinder.

    


    
    

        1975 Abitur; 1975 bis 1976 Wehrdienst; 1976 bis 1981 Studium der Rechts- und Staatswissenschaften in Bonn; 1982 Erstes juristisches Staatsexamen in Düsseldorf; 1982 bis 1985 Referendarzeit am Landgericht Saarbrücken; 1985 Zweites juristisches Staatsexamen in Saarbrücken.1985 bis 1986 Richter am Amtsgericht Saarbrücken; seit 1986 Rechtsanwalt; 1986 bis 1989 Referent beim Verband der Chemischen Industrie Frankfurt/Bonn; 2005 bis 2014 Partner der internationalen Anwaltskanzlei Mayer Brown LLP, Chicago/Düsseldorf; 2014 bis 2021 Senior Counsel bei Mayer Brown LLP.1989 bis 1994 Mitglied des Europäischen Parlaments; 1994 bis 2009 und seit 2021 Mitglied des Deutschen Bundestages; 1998 bis 2000 und 2002 bis 2004 stellvertretender Vorsitzender der CDU/CSU-Bundestagsfraktion; 2000 bis 2002 Vorsitzender der CDU/CSU-Bundestagsfraktion; 2009 bis 2019 Vorsitzender der Atlantik-Brücke e. V.; 2019 bis 2021 Vizepräsident des Wirtschaftsrats der CDU e. V.; seit Februar 2022 Vorsitzender der CDU-Deutschlands und seit dem 15. Februar 2022 Fraktionsvorsitzender der CDU/CSU-Bundestagsfraktion.[Anmerkung der Redaktion: Die biografischen Angaben beruhen auf den Selbstauskünften der Abgeordneten.]";https://www.instagram.com/MerzCDU;https://www.facebook.com/MerzCDU;https://www.friedrich-merz.de/;;;https://twitter.com/_FriedrichMerz
Mesarosch, Robin;SPD;https://www.bundestag.de/abgeordnete/biografien/M/mesarosch_robin-860198;Baden-Württemberg;295;Zollernalb – Sigmaringen;Parlamentarischer Referent;"Geboren am 1. April 1991 in Herrenberg; ledig.

    


    
    

        Abitur an der Liebfrauenschule Sigmaringen; Studium der Werbung an der Hochschule der Medien; Studium der Rechtswissenschaft, der Philosophie und Geschichte an der Humboldt-Universität zu Berlin; Social-Media-Referent von mehreren SPD-Politikerinnen und Politkern, darunter Martin Schulz, Andrea Nahles und Heiko Maas, Social-Media-Referent beim SPD-Pateivorstand und der SPD-Bundestagsfraktion; Leiter digitaler Wahlkampf bei der SPD Baden-Württemberg; selbständiger Kommunikationsberater; Kreisvorsitzender der SPD Sigmaringen; stellvertretender Kreisvorsitzender der Jusos Sigmaringen;Mitglied bei ver.di; dem Förderverein für das Krankenhaus Bad Saulgau e. V.; dem Förderverein der Liebfrauenschule Sigmaringen e. V.; dem Deutschen Alpenverein e. V..[Anmerkung der Redaktion: Die biografischen Angaben beruhen auf den Selbstauskünften der Abgeordneten.]";http://www.instagram.com/mesarosch/;http://www.facebook.com/RobinMesaroschSPD;http://www.robin-mesarosch.de/;;;http://www.twitter.com/mesarosch
Metzler, Jan;CDU/CSU;https://www.bundestag.de/abgeordnete/biografien/M/metzler_jan-857736;Rheinland-Pfalz;206;Worms;Winzer, Diplom-Betriebswirt (FH);"Geboren am 5. Juli 1981 in Worms, evangelisch, ledig.1992 bis 1998 Realschule Osthofen, Mittlere Reife; 1998 bis 2001 Ausbildung zum Winzer, Winzer; 2001 bis 2002 Fachoberschule Bad-Kreuznach, Fachhochschulreife; 2003 bis 2004 IST Studieninstitut Düsseldorf, Fernstudium zum Eventmanager, Eventmanager; 2004 bis 2008 Fachhochschule Worms, Studiengang „Handelsmanagement“, Dipl.-Betriebswirt (FH); 2005 bis 2008 Fachhochschule Worms, Studentische Hilfskraft mit Schwerpunkt Personalmanagement; 2008 bis 2010 Fachhochschule Worms, Studiengang „International Management“, Master of Arts; 2008 bis 2013 Fachhochschule Worms, Koordinator Internationaler Studentenaustausch;seit 2000 Mitglied im CDU Kreisvorstand Alzey-Worms; seit 2001 Mitglied im CDU Bezirksvorstand Rheinhessen-Pfalz; 2003 bis 2012 Kreisvorsitzender der Jungen Union Alzey-Worms; 2004 bis 2014 Mitglied des Ortsgemeinderates Dittelsheim-Heßloch; 2004 bis 2017 Mitglied des Verbandsgemeinderates Wonnegau; seit 2004 Mitglied des Kreistages Alzey-Worms; 2009 bis 2013 Vorsitzender der Jungen Union Rheinhessen-Pfalz;seit 2013 Mitglied des Deutschen Bundestages;Ordentliches Mitglied seit 2013 Mitglied im Ausschuss für Wirtschaft und Energie und Unterausschuss Regionale Wirtschaftspolitik und ERP-Wirtschaftspläne; Stellvertretendes Mitglied seit 2013 Auswärtigen Ausschusses; seit 2017 Interparlamentarischen Union;2016 bis 2019 Kreisvorsitzender der CDU Alzey-Worms; seit 2019 Stellvertretender Kreisvorsitzender der CDU Alzey-Worms.[Anmerkung der Redaktion: Die biografischen Angaben beruhen auf den Selbstauskünften der Abgeordneten.]";https://www.instagram.com/jan.metzler/;https://www.facebook.com/unserJanMetzler/;https://www.janmetzler.de/;;https://www.youtube.com/channel/UC7jwPRjB4I0o_qzhdIGF-aA;
Meyer, Christoph;FDP;https://www.bundestag.de/abgeordnete/biografien/M/meyer_christoph-857758;Berlin;80;Berlin-Charlottenburg-Wilmersdorf;Rechtsanwalt;"Geboren am 30. August 1975 in Berlin; konfessionslos; verheiratet.1993 Eintritt in die FDP; 1994 Abitur an der Walter-Rathenau-Oberschule.2002 bis 2011 Mitglied im Abgeordnetenhaus von Berlin; 2006 bis 2009 stellvertretender und 2009 bis 2011 Fraktionsvorsitzender der FDP-Fraktion im Abgeordnetenhaus von Berlin; 2007 zweites juristisches Staatsexamen, Zulassung zum Rechtsanwalt.2010 bis 2012 und seit März 2018 Landesvorsitzender der FDP Berlin; 2011 bis 2013 Beisitzer im Bundesvorstand der FDP.2012 bis 2017 Deutsche Rockwool GmbH & Co. KG, zuletzt als Prokurist und Direktor; seit 2016 JJ+P, Jotzo & Partner Rechtsanwälte.Seit 2017 Mitglied des Deutschen Bundestags. Stellvertretender Fraktionsvorsitzender der Freien Demokraten im Deutschen Bundestag. [Anmerkung der Redaktion: Die biografischen Angaben beruhen auf den Selbstauskünften der Abgeordneten. Christoph Meyer hat am 11. Februar 2024 bei der Wiederholungswahl in Berlin das Mandat erneut gewonnen.]";https://www.instagram.com/meyer_fdp/;https://www.facebook.com/christoph.meyer.berlin/;https://christoph-meyer.berlin/;;;https://twitter.com/Meyer_FDP
Michaelsen, Swantje Henrike;Bündnis 90/Die Grünen;https://www.bundestag.de/abgeordnete/biografien/M/michaelsen_swantje-860836;Niedersachsen;41;Stadt Hannover I;Geschäftsstellenleitung;"Geboren am 4. Oktober 1979 in Mainz, verheiratet, drei Kinder. 1995 bis 1996 Auslandsschuljahr in Bristol, England; 1999 Abitur am Gymnasium Oedeme in Lüneburg; 2000 Au-pair-Aufenthalt in Florenz, Italien; 2000 bis 2004 Studium der Geschichte und Kunstgeschichte in Mainz; 2002 bis 2003 Auslandsstudienjahr in Stockholm, Schweden; 2004 bis 2007 Studium der Geschichte und Kunstgeschichte in Köln; 2007 Abschluss Magistra Artium; 2005 bis 2006 studentische Mitarbeiterin im Haus der Geschichte, Bonn; 2008 bis 2012 Mitarbeiterin bei Experiment e.V. Bonn (Programmarbeit und Vereinsentwicklung); seit 2013 Geschäftsstellenleiterin beim ADFC Stadt Hannover. 2015 Mitinitiatorin von Hannah – Lastenräder für Hannover; 2017 Mitgründerin von HannovAIR Connection, Hannovers Netzwerk für saubere Luft; seit 2018 Leiterin der Fachgruppe „Mehr Frauen“ im ADFC; 2020 Mitinitiatorin des Bündnisses gegen den Südschnellweg; 2020 Jurymitglied des städtebaulichen Wettbewerbs ecovillage hannover e.G.; seit 2018 Beisitzerin beim Bürgerbüro Stadtentwicklung.2015 Eintritt in die Partei Bündnis 90/Die Grünen; 2016 bis 2017 Bezirksratsfrau im Stadtbezirk Vahrenwald-List in Hannover; 2017 Mitorganisatorin der Grünen Bike Conference Hannover; 2017 bis 2021 Regionsabgeordnete und Verkehrspolitische Sprecherin der Grünen Fraktion in der Regionsversammlung Hannover; 2018 bis 2021 Beisitzerin im Vorstand Grüne Region Hannover; 2018 Mitgründerin des Frauennetzwerks von Bündnis 90/Die Grünen Region Hannover; 2019 bis 2020 Mentorin beim Niedersächsischen Programm Frau Macht Demokratie; seit 2020 Mitorganisatorin der Grünen Kongresse Frauen machen Mobil(ität); 2019 bis 2022 Mitglied im Aufsichtsrat der Üstra Hannoversche Verkehrsbetriebe AG; seit 2022 Mitglied des Aufsichtsrates der Toll Collect GmbH.[Anmerkung der Redaktion: Die biografischen Angaben beruhen auf den Selbstauskünften der Abgeordneten.]";https://www.instagram.com/swantjemichaelsen;https://www.facebook.com/swantje.michaelsen;https://swantje-michaelsen.de/;;;https://twitter.com/SwantjeMichael1
Michel, Kathrin;SPD;https://www.bundestag.de/abgeordnete/biografien/M/michel_kathrin-861270;Sachsen;156;Bautzen I;Industriekauffrau;"Geboren am 17. April 1963 in Forst (Lausitz); verheiratet; drei Kinder.

    


    
    

        Abitur 1981 in Forst/Lausitz; Industriekauffrau; 1984 Synthesewerk Schwarzheideweiterbildendes Zertifikatsstudium TU Dortmund 2014 „Partizipationsmanager“Beschäftigt bei Synthesewerk Schwarzheide/BASF Schwarzheide GmbH 8.3.1983-14.10.2021 (aktuell ruhend)Sachbearbeiterin; Betriebsrätin; Personalmanagerin; Leiterin FachkräftesicherungFacharbeiter; Teamleiterin Supply Chain ManagementMitglied; IG BCE; AWOSPDEintritt 2012Vorsitzende OV Kamenz und UmgebungVorsitzende KV BautzenBeisitzerin im Landesvorstand 2018-2021Co. Vorsitzende SPD Sachsen seit Oktober 2021[Anmerkung der Redaktion: Die biografischen Angaben beruhen auf den Selbstauskünften der Abgeordneten.]";https://www.instagram.com/@kthrn_mchl_spd;https://www.facebook.com/@KathrinMichelSPD;https://www.michel-kathrin.de/;;;https://www.twitter.com/@Kthrn_Mchl_SPD
Middelberg, Dr. Mathias;CDU/CSU;https://www.bundestag.de/abgeordnete/biografien/M/middelberg_mathias-857718;Niedersachsen;39;Stadt Osnabrück;Rechtsanwalt;"Geboren am 14. Dezember 1964 in Osnabrück; römisch-katholisch.

    


    
    

        Abitur am Carolinum; Jurastudium und Referendariat in Osnabrück, Bonn und Speyer.1993 Rechtsanwalt; 1994 bis 1996 Syndikus PreussenElektra AG (heute: E.ON SE); 1997 bis 2000 Büroleiter des Bremer Wirtschaftssenators und Aufsichtsratsvorsitzenden der Deutschen Post AG; 2001 bis 2002 Promotion zum Dr. iur.; 2002 bis 2004 Leiter Unternehmensentwicklung Mitteldeutsche Flughafen AG, Leipzig; 2004 bis 2005 Beteiligungsmanager EWE AG, Oldenburg; 2005 bis 2009 Leiter Ressortkoordinierung Wirtschaft, Arbeit und Verkehr, Niedersächsische Staatskanzlei, Hannover.Seit 1983 Mitglied der CDU; Vorsitzender CDU-Bezirksverband Osnabrück-Emsland.Mitglied des Deutschen Bundestages seit Oktober 2009; stellvertretender Vorsitzender der CDU/CSU-Fraktion für Haushalt, Finanzen, Kommunalpolitik, Vorsitzender der Landesgruppe Niedersachsen.Mitglied des Kuratoriums Stiftung Denkmal für die ermordeten Juden Europas, Mitglied des Kuratoriums Stiftung Neue Synagoge Berlin – Centrum Judaicum. [Anmerkung der Redaktion: Die biografischen Angaben beruhen auf den Selbstauskünften der Abgeordneten.]";;http://facebook.com/mathias.middelberg;http://mathias-middelberg.de/;;;
Miersch, Dr. Matthias;SPD;https://www.bundestag.de/abgeordnete/biografien/M/miersch_matthias-857728;Niedersachsen;47;Hannover-Land II;Rechtsanwalt;"Geboren am 19. Dezember 1968 in Hannover; evangelisch.

    


    
    

        Kooperative Gesamtschule/Albert-Einstein-Schule Laatzen, 1988 Abitur; 1988 bis 1996 Ersatzdienst im Rettungsdienst und Katastrophenschutz der Johanniter; 1993 erstes juristisches Staatsexamen Universität Hannover; 1996 Ergänzungsstudium an der Verwaltungshochschule in Speyer; 1997 zweites juristisches Staatsexamen.Seit Juli 1997 Zulassung als Rechtsanwalt; 1999 Promotion Universität Hannover in Verfassungsrecht und Rechtsgeschichte; seit 2000 Fachanwalt für Strafrecht, Referent und Sachverständiger in Agrarausschüssen des Europäischen Parlaments und stellvertretendes Mitglied im Deutschen Bundestag; 2000 bis 2010 Partner in der Rechtsanwaltskanzlei Rischmüller - Pörtner und Kollegen; seit 2010 Partnerschaft mit Bernzen Sonntag Rechtsanwälte.1983 bis 1993 ehrenamtlich tätig im CVJM und in der Thomasgemeinde Laatzen; 1985 bis 1995 Fußballschiedsrichter im Kreis und Bezirk Hannover; 2010 bis 2019 Kuratoriumsmitglied der Deutschen Bundesstiftung Umwelt (DBU); seit September 2016 Mitglied der Kammer für nachhaltige Entwicklung der Evangelischen Kirche in Deutschland; Mitglied beim NABU, AWO, CVJM und im Beirat der Deutschen Umweltstiftung (ehrenamtlich).Seit 1990 Mitglied der SPD; 1991 bis 2018 Mitglied im Rat der Stadt Laatzen; 1995 bis 2005 Vorsitzender der SPD-Ratsfraktion der Stadt Laatzen; 2000 bis 2005 stellvertretender Vorsitzender des SPD-Unterbezirks Hannover-Land; 2005 bis 2009 stellvertretender Vorsitzender der SPD in der Region Hannover; Juni 2008 bis April 2018 Mitglied im Präsidium der SPD Niedersachsen; 2009 bis 2019 Vorsitzender des SPD-Unterbezirks Region Hannover; seit 2013 Mitglied im Parteivorstand der SPD; seit Juni 2019 Vorsitzender des SPD-Bezirks Hannover.Seit 2005 Mitglied des Deutschen Bundestages; 2005 bis 2009 Sprecher der SPD-Fraktion für nachhaltige Entwicklung; 2009 bis 2017 umweltpolitischer Sprecher der SPD-Bundestagsfraktion; seit Juli 2015 Sprecher der Parlamentarischen Linken (PL) in der SPD-Bundestagsfraktion; seit Dezember 2017 stellvertretender Vorsitzender der SPD-Bundestagsfraktion für die Bereiche Umwelt, Naturschutz und nukleare Sicherheit; Energie; Ernährung und Landwirtschaft sowie Tourismus.[Anmerkung der Redaktion: Die biografischen Angaben beruhen auf den Selbstauskünften der Abgeordneten.]";https://www.instagram.com/matthiasmiersch/?hl=de;https://www.facebook.com/miersch.matthias;http://www.matthias-miersch.de/;;;
Mieves, Matthias David;SPD;https://www.bundestag.de/abgeordnete/biografien/M/mieves_matthias-861194;Rheinland-Pfalz;209;Kaiserslautern;Diplom-Kaufmann;"Geboren am 30. Dezember 1985 in Zweibrücken; verheiratet.

    


    
    

        2005 Abitur am Sickingen Gymnasium Landstuhl; Studium 2006 bis 2010 Studium der Betriebswirtschaftslehre mit interkultureller Qualifikation/ Anglistik an der Universität Mannheim; Abschluss Diplom-Kaufmann; 2008 Auslandssemester an der University of Sydney, Australien; 2009 Auslandssemester an der Pontificia Universidad Católica del Perú, Lima;2006 bis 2010 Stipendium der Hans Böckler Stiftung; 2007 bis 2010 Stipendium der Deutschen Telekom AG; 2008 Scholarship for Leaders of the Future, Australian Universities;2011 bis 2012 Start Up Programm der Deutschen Telekom AG (Internationales Trainee Programm); 2012 bis 2014 Center for Strategic Projects, Deutsche Telekom AG (Inhouse Consulting); 2014 bis 2018 Head of New Business, Sales & Marketing, Smart Home/Connected Home, Deutsche Telekom AG; 2018 bis 2021 Head of Innovation Portfolio & Investment Management, Deutsche Telekom AG;Mitgliedschaften SPD; Ver.Di; Greenpeace; Absolventum (Verein der Ehemaligen und Förderer der Universität Mannheim); Verein der Freunde, Förderer und Ehemaligen des Sickingen Gymnasiums Landstuhl; Schutzvereinigung Deutscher Wald; Pfälzerwald Verein; Kutumb, Familie für Benares, Indien e. V.; Slowfood Deutschland.[Anmerkung der Redaktion: Die biografischen Angaben beruhen auf den Selbstauskünften der Abgeordneten.]";https://www.instagram.com/matthiasmieves/?hl=de;https://www.facebook.com/Mut.Macher.Matthias/;https://matthiasmieves.de/;;;
Mihalic, Dr. Irene;Bündnis 90/Die Grünen;https://www.bundestag.de/abgeordnete/biografien/M/mihalic_irene-857750;Nordrhein-Westfalen;123;Gelsenkirchen;Polizeibeamtin;"Geboren am 17. November 1976 in Waldbröl; konfessionslos; verheiratet; zwei Kinder.

    


    
    

        Fachoberschulreife; Ausbildung zur Polizeibeamtin; Studium an der Fachhochschule für öffentliche Verwaltung (Diplom Verwaltungswirtin FH), Studium der Kriminologie und Polizeiwissenschaft an der Ruhr-Universität Bochum, 2016 Abschluss M.A., 2018 Promotion an der juristischen Fakultät der Ruhr-Universität Bochum.1993 Eintritt in die Polizei NRW, danach in verschiedenen Bereichen tätig, seit 2007 beim Polizeipräsidium Köln.Seit 2006 Mitglied von Bündnis 90/Die Grünen; 2007 bis 2009 Mitglied des Kreisvorstands Gelsenkirchen – zunächst als Beisitzerin und dann als Vorstandssprecherin; 2010 bis 2018 Mitglied des Landesvorstands Bündnis 90/Die Grünen NRW; 2009 bis 2013 Mitglied des Rates der Stadt Gelsenkirchen und stellv. Vorsitzende der Ratsfraktion; 2015 bis 2023 Mitglied des Bezirksvorstands Ruhr von Bündnis 90/Die Grünen – zunächst als Beisitzerin, 2019 bis 2023 als Vorsitzende.Bisherige Funktionen im Bundestag: Fachpolitische Sprecherin: Sprecherin für Innenpolitik; Landesgruppe NRW: Sprecherin der Landesgruppe; Ausschüsse (Mitglied): Ausschuss für Inneres und Heimat; Untersuchungsausschuss der 19. Wahlperiode (Anschlag auf dem Breitscheidplatz); Untersuchungsausschüsse der 18. Wahlperiode (bis 2017); Obfrau im 2. Untersuchungsausschuss der 18. Wahlperiode (BKA / Edathy) – Abgeschlossen; Obfrau im 3. Untersuchungsausschuss der 18. Wahlperiode (NSU) – AbgeschlossenAusschüsse (Stellvertretendes Mitglied): Ausschuss für Recht und Verbraucherschutz; Beratender Ausschuss für die Fragen der Sinti und Roma gemäß §2 Abs. 1 des Bundesministeriums des Innern; Gemeinsamer Ausschuss von Bundesrat und Bundestag; Sonstige Gremien; Gremium nach Artikel 13 Absatz 6 des Grundgesetzes; Parlamentariergruppe Nördliche Adria (Stellvertretende Vorsitzende)Mitgliedschaftenin gesellschaftlichen organisationen: Mitglied des parlamentarischen Beirates beim Zukunftsforum Öffentliche Sicherheit e.V.; Mitglied des Steuerungskreises beim Forschungsforum Öffentliche Sicherheit e.V.; PolizeiGrün e.V.; Mitglied von LEAP Deutschland; Greenpeace; International Police Association; Amnesty International [Anmerkung der Redaktion: Die biografischen Angaben beruhen auf den Selbstauskünften der Abgeordneten.]";https://www.instagram.com/irene.mihalic/;https://www.facebook.com/pages/Irene-Mihalic-Mitglied-des-Deutschen-Bundestages/196359297238038;http://www.irene-mihalic.de/;;;http://www.twitter.com/IreneMihalic
